zip_code,crime_type,family_violence,occ_date,time_occ,latitude,longitude
78730,HARASSMENT,16,16,16,16,16
78730,IDENTITY THEFT,37,37,37,37,37
78730,INDECENT EXPOSURE,1,1,1,1,1
78730,MAIL THEFT,10,10,10,10,10
78730,ONLINE IMPERSONATION,2,2,2,2,2
78730,PUBLIC INTOXICATION,1,1,1,1,1
78730,RUNAWAY CHILD,30,30,30,30,30
78730,SUSPICIOUS PERSON,11,11,11,11,11
78730,TERRORISTIC THREAT,5,5,5,5,5
78730,TERRORISTIC THREAT-MASS CASLTY,1,1,1,1,1
78730,THEFT,38,38,38,38,38
78730,THEFT BY SHOPLIFTING,1,1,1,1,1
78730,THEFT CATALYTIC CONVERTER,2,2,2,2,2
78730,THEFT FROM AUTO,4,4,4,4,4
78730,THEFT FROM BUILDING,2,2,2,2,2
78730,THEFT FROM PERSON,1,1,1,1,1
78730,THEFT OF BICYCLE,2,2,2,2,2
78730,THEFT OF LICENSE PLATE,2,2,2,2,2
78730,THEFT OF SERVICE,7,7,7,7,7
78730,THEFT OF TRAILER,2,2,2,2,2
78730,UNLAWFUL CARRYING WEAPON,1,1,1,1,1
78730,VIOL OF EMERG PROTECTIVE ORDER,1,1,1,1,1
78730,VIOL OF PROTECTIVE ORDER,5,5,5,5,5
78731,AGG ASLT STRANGLE/SUFFOCATE,10,10,10,10,10
78731,AGG ASLT W/MOTOR VEH FAM/DAT V,1,1,1,1,1
78731,AGG ASSAULT,14,14,14,14,14
78731,AGG ASSAULT FAM/DATE VIOLENCE,5,5,5,5,5
78731,AGG ASSAULT ON PUBLIC SERVANT,2,2,2,2,2
78731,AGG ASSAULT WITH MOTOR VEH,1,1,1,1,1
78731,AGG PROMOTION OF PROSTITUTION,1,1,1,1,1
78731,AGG ROBBERY/DEADLY WEAPON,8,8,8,8,8
78731,ARSON,1,1,1,1,1
78731,ASSAULT BY CONTACT,18,18,18,18,18
78731,ASSAULT BY CONTACT FAM/DATING,16,16,16,16,16
78731,ASSAULT BY THREAT,30,30,30,30,30
78731,ASSAULT BY THREAT FAM/DATING,2,2,2,2,2
78731,ASSAULT OF PREGNANT WM-FAM/DAT,1,1,1,1,1
78731,ASSAULT ON PEACE OFFICER,1,1,1,1,1
78731,ASSAULT ON PUBLIC SERVANT,5,5,5,5,5
78731,ASSAULT W/INJURY-FAM/DATE VIOL,51,51,51,51,51
78731,ASSAULT WITH INJURY,38,38,38,38,38
78731,AUTO THEFT,126,126,126,126,126
78731,BOMB THREAT,1,1,1,1,1
78731,BREACH OF COMPUTER SECURITY,7,7,7,7,7
78731,BURGLARY NON RESIDENCE,51,51,51,51,51
78731,BURGLARY OF RESIDENCE,46,46,46,46,46
78731,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,17,17,17,17,17
78731,BURGLARY OF VEH-NO SUSPECT/FU,225,225,225,225,225
78731,BURGLARY OF VEHICLE,775,775,775,775,775
78731,CHILD CUSTODY INTERFERE,17,17,17,17,17
78731,CIVIL DISTURBANCE/DEMO,2,2,2,2,2
78731,COUNTERFEITING,2,2,2,2,2
78731,CRASH/FAIL STOP AND RENDER AID,11,11,11,11,11
78731,CRASH/INTOXICATION ASSAULT,1,1,1,1,1
78731,CRED CARD ABUSE - OTHER,39,39,39,39,39
78731,CRIMINAL MISCHIEF,157,157,157,157,157
78731,CRIMINAL MISCHIEF-NO SUSPECT,12,12,12,12,12
78731,CRIMINAL TRESPASS,33,33,33,33,33
78731,CRIMINAL TRESPASS/TRANSIENT,5,5,5,5,5
78731,CRUELTY TO ANIMALS,7,7,7,7,7
78731,DAMAGE CITY PROP,3,3,3,3,3
78731,DAMAGE CITY VEHICLE,5,5,5,5,5
78731,DATING DISTURBANCE,35,35,35,35,35
78731,DEADLY CONDUCT,2,2,2,2,2
78731,DEBIT CARD ABUSE,19,19,19,19,19
78731,DISTRIB HARMFUL MATERIAL MINOR,1,1,1,1,1
78731,DISTURBANCE - OTHER,44,44,44,44,44
78731,DOC ABUSIVE LANGUAGE,1,1,1,1,1
78731,DOC DISCHARGE GUN - PUB PLACE,9,9,9,9,9
78731,DOC DISCHARGE GUN - PUB ROAD,2,2,2,2,2
78731,DOC DISPLAY GUN/DEADLY PUB PLC,2,2,2,2,2
78731,DOC EXPOSURE,1,1,1,1,1
78731,DOC FIGHTING,1,1,1,1,1
78731,DOC UNREASONABLE NOISE,3,3,3,3,3
78731,DOC WINDOW PEEPING-RESIDENCE,1,1,1,1,1
78731,DRIVING WHILE INTOX / FELONY,5,5,5,5,5
78731,DUI - AGE 17 TO 20,2,2,2,2,2
78731,DWI,88,88,88,88,88
78731,DWI  .15 BAC OR ABOVE,6,6,6,6,6
78731,DWI - CHILD PASSENGER,2,2,2,2,2
78731,DWI - DRUG RECOGNITION EXPERT,2,2,2,2,2
78731,DWI 2ND,9,9,9,9,9
78731,EVADING / FOOT,3,3,3,3,3
78731,EVADING / VEHICLE PURSUIT,1,1,1,1,1
78731,EVADING VEHICLE,7,7,7,7,7
78731,EXPLOITATION OF CHILD/ELDERLY,1,1,1,1,1
78731,EXPLOSIVE ORDNANCE DISPOSAL,4,4,4,4,4
78731,FAILURE TO IDENTIFY,2,2,2,2,2
78731,FALSE ALARM OR REPORT,2,2,2,2,2
78731,FALSE REPORT TO PEACE OFFICER,1,1,1,1,1
78731,FALSE STATEMENT -OBTAIN CREDIT,2,2,2,2,2
78731,FAMILY DISTURBANCE,130,130,130,130,130
78731,FAMILY DISTURBANCE/PARENTAL,9,9,9,9,9
78731,FELONY ENHANCEMENT/ASSLT W/INJ,2,2,2,2,2
78731,FORGERY - OTHER,6,6,6,6,6
78731,FORGERY AND PASSING,55,55,55,55,55
78731,FORGERY BY ALTERATION,2,2,2,2,2
78731,FORGERY BY MAKING,2,2,2,2,2
78731,FORGERY OF IDENTIFICATION,1,1,1,1,1
78731,FRAUD - OTHER,77,77,77,77,77
78731,FRAUD-CARD SKIMMER,1,1,1,1,1
78731,GRAFFITI,16,16,16,16,16
78731,HARASSMENT,97,97,97,97,97
78731,HARASSMENT OF A PUBLIC SERVANT,1,1,1,1,1
78731,IDENTITY THEFT,171,171,171,171,171
78731,IMPERSONATING PUBLIC SERVANT,1,1,1,1,1
78731,INDECENT ASSAULT,1,1,1,1,1
78731,INDECENT EXPOSURE,12,12,12,12,12
78731,INJ TO ELDERLY   FAM/DATE VIOL,2,2,2,2,2
78731,INJURY TO CHILD,2,2,2,2,2
78731,LIQUOR LAW VIOLATION/OTHER,2,2,2,2,2
78731,MAIL THEFT,65,65,65,65,65
78731,MAKING TOBACCO AVAIL TO MINOR,1,1,1,1,1
78731,MISAPPLY FIDUCIARY PROP,1,1,1,1,1
78731,MURDER,1,1,1,1,1
78731,OBTAIN CONTROLLED SUB BY FRAUD,2,2,2,2,2
78731,ONLINE IMPERSONATION,2,2,2,2,2
78731,POSS CONTROLLED SUB/NARCOTIC,11,11,11,11,11
78731,POSS OF DRUG PARAPHERNALIA,12,12,12,12,12
78731,POSS OF FIREARM BY FELON,3,3,3,3,3
78731,POSS/PROMO CHILD PORNOGRAPHY,2,2,2,2,2
78731,POSSESSION OF MARIJUANA,3,3,3,3,3
78731,PROSTITUTION,1,1,1,1,1
78731,PROTECTIVE ORDER,5,5,5,5,5
78731,PUBLIC INTOX-SOBERING CENTER,11,11,11,11,11
78731,PUBLIC INTOXICATION,9,9,9,9,9
78731,RECKLESS DAMAGE,5,5,5,5,5
78731,RENTAL CAR/FAIL TO RETURN,1,1,1,1,1
78731,REPEAT RUNAWAY,4,4,4,4,4
78731,ROBBERY BY THREAT,2,2,2,2,2
78731,RUNAWAY CHILD,11,11,11,11,11
78731,SECURING EXEC-DOC BY DECEPTION,1,1,1,1,1
78731,SEXTING/TRANSMIT SEXUAL PHOTOS,2,2,2,2,2
78731,STALKING,2,2,2,2,2
78731,SUSPICIOUS PERSON,35,35,35,35,35
78731,TERRORISTIC THREAT,17,17,17,17,17
78731,TERRORISTIC THREAT-FAM/DAT VIO,4,4,4,4,4
78731,THEFT,189,189,189,189,189
78731,THEFT BY EXTORTION,3,3,3,3,3
78731,THEFT BY FALSE PRETEXT/BUNCO,2,2,2,2,2
78731,THEFT BY SHOPLIFTING,43,43,43,43,43
78731,THEFT CATALYTIC CONVERTER,55,55,55,55,55
78731,THEFT FROM AUTO,14,14,14,14,14
78731,THEFT FROM BUILDING,7,7,7,7,7
78731,THEFT FROM PERSON,1,1,1,1,1
78731,THEFT OF AUTO PARTS,7,7,7,7,7
78731,THEFT OF BICYCLE,41,41,41,41,41
78731,THEFT OF HEAVY EQUIPMENT,1,1,1,1,1
78731,THEFT OF LICENSE PLATE,26,26,26,26,26
78731,THEFT OF SERVICE,8,8,8,8,8
78731,THEFT OF TRAILER,7,7,7,7,7
78731,THEFT-NO SUSPECT/FOLLOWUP,4,4,4,4,4
78731,UNLAWFUL CARRYING WEAPON,4,4,4,4,4
78731,VIOL CITY ORDINANCE - OTHER,1,1,1,1,1
78731,VIOL OF PROTECTIVE ORDER,2,2,2,2,2
78731,WARRANT ARREST NON TRAFFIC,3,3,3,3,3
78732,AGG ASSAULT,1,1,1,1,1
78732,ASSAULT BY THREAT,1,1,1,1,1
78732,ASSAULT W/INJURY-FAM/DATE VIOL,1,1,1,1,1
78732,ASSAULT WITH INJURY,3,3,3,3,3
78732,BURGLARY OF VEHICLE,2,2,2,2,2
78732,CRED CARD ABUSE - OTHER,1,1,1,1,1
78732,CRIMINAL MISCHIEF,1,1,1,1,1
78732,DATING DISTURBANCE,2,2,2,2,2
78732,DEBIT CARD ABUSE,1,1,1,1,1
78732,DISTURBANCE - OTHER,2,2,2,2,2
78732,DRIVING WHILE INTOX / FELONY,1,1,1,1,1
78732,DWI,3,3,3,3,3
78732,DWI - CHILD PASSENGER,1,1,1,1,1
78732,DWI - DRUG RECOGNITION EXPERT,1,1,1,1,1
78732,DWI 2ND,1,1,1,1,1
78732,FAMILY DISTURBANCE,3,3,3,3,3
78732,FRAUD - OTHER,4,4,4,4,4
78732,HARASSMENT,1,1,1,1,1
78732,IDENTITY THEFT,2,2,2,2,2
78732,PUBLIC INTOXICATION,2,2,2,2,2
78732,RECKLESS DAMAGE,1,1,1,1,1
78732,SEXTING/TRANSMIT SEXUAL PHOTOS,1,1,1,1,1
78732,THEFT,4,4,4,4,4
78732,THEFT BY SHOPLIFTING,3,3,3,3,3
78732,THEFT OF SERVICE,1,1,1,1,1
78733,ASSAULT ON PUBLIC SERVANT,1,1,1,1,1
78733,BOATING WHILE INTOXICATED,1,1,1,1,1
78733,BURGLARY OF VEHICLE,1,1,1,1,1
78733,CHILD CUSTODY INTERFERE,1,1,1,1,1
78733,CRIMINAL MISCHIEF,1,1,1,1,1
78733,DISTURBANCE - OTHER,2,2,2,2,2
78733,FORGERY AND PASSING,1,1,1,1,1
78733,THEFT,1,1,1,1,1
78734,EXPLOSIVE ORDNANCE DISPOSAL,1,1,1,1,1
78734,FRAUD - OTHER,2,2,2,2,2
78735,AGG ASLT STRANGLE/SUFFOCATE,8,8,8,8,8
78735,AGG ASSAULT,11,11,11,11,11
78735,AGG ASSAULT FAM/DATE VIOLENCE,5,5,5,5,5
78735,AGG ASSAULT ON PEACE OFFICER,2,2,2,2,2
78735,AGG ASSAULT WITH MOTOR VEH,2,2,2,2,2
78735,AGG ROBBERY/DEADLY WEAPON,8,8,8,8,8
78735,ARSON,2,2,2,2,2
78735,ASSAULT BY CONTACT,17,17,17,17,17
78735,ASSAULT BY CONTACT FAM/DATING,7,7,7,7,7
78735,ASSAULT BY THREAT,18,18,18,18,18
78735,ASSAULT BY THREAT FAM/DATING,4,4,4,4,4
78735,ASSAULT OF PREGNANT WM-FAM/DAT,1,1,1,1,1
78735,ASSAULT W/INJURY-FAM/DATE VIOL,59,59,59,59,59
78735,ASSAULT WITH INJURY,20,20,20,20,20
78735,AUTO THEFT,61,61,61,61,61
78735,BREACH OF COMPUTER SECURITY,1,1,1,1,1
78735,BURGLARY NON RESIDENCE,101,101,101,101,101
78735,BURGLARY OF COIN-OP MACHINE,1,1,1,1,1
78735,BURGLARY OF RESIDENCE,18,18,18,18,18
78735,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,32,32,32,32,32
78735,BURGLARY OF VEH-NO SUSPECT/FU,81,81,81,81,81
78735,BURGLARY OF VEHICLE,156,156,156,156,156
78735,CHILD CUSTODY INTERFERE,20,20,20,20,20
78735,CHILD ENDANGERMENT- ABANDONMEN,1,1,1,1,1
78735,CRASH/FAIL STOP AND RENDER AID,10,10,10,10,10
78735,CRASH/INTOXICATION ASSAULT,1,1,1,1,1
78735,CRED CARD ABUSE - EXPIR-CANCEL,1,1,1,1,1
78735,CRED CARD ABUSE - OTHER,21,21,21,21,21
78735,CRIMINAL MISCHIEF,65,65,65,65,65
78735,CRIMINAL MISCHIEF-NO SUSPECT,10,10,10,10,10
78735,CRIMINAL TRESPASS,33,33,33,33,33
78735,CRIMINAL TRESPASS/HOTEL,3,3,3,3,3
78735,CRIMINAL TRESPASS/TRANSIENT,3,3,3,3,3
78735,CRUELTY TO ANIMALS,4,4,4,4,4
78735,DATING DISTURBANCE,25,25,25,25,25
78735,DEADLY CONDUCT,5,5,5,5,5
78735,DEBIT CARD ABUSE,18,18,18,18,18
78735,DEL CONTROLLED SUB/NARCOTIC,1,1,1,1,1
78735,DISTURBANCE - OTHER,47,47,47,47,47
78735,DOC DISCHARGE GUN - PUB PLACE,2,2,2,2,2
78735,DOC WINDOW PEEPING-RESIDENCE,2,2,2,2,2
78735,DRIVING WHILE INTOX / FELONY,3,3,3,3,3
78735,DUMPING REFUSE NEAR HIGHWAY,1,1,1,1,1
78735,DWI,46,46,46,46,46
78735,DWI  .15 BAC OR ABOVE,13,13,13,13,13
78735,DWI - CHILD PASSENGER,1,1,1,1,1
78735,DWI - DRUG RECOGNITION EXPERT,2,2,2,2,2
78735,DWI 2ND,9,9,9,9,9
78735,EVADING / VEHICLE PURSUIT,1,1,1,1,1
78735,EVADING VEHICLE,2,2,2,2,2
78735,EXPLOITATION OF CHILD/ELDERLY,1,1,1,1,1
78735,FAILURE TO IDENTIFY,1,1,1,1,1
78735,FALSE ALARM OR REPORT,7,7,7,7,7
78735,FALSE STATEMENT -OBTAIN CREDIT,1,1,1,1,1
78735,FAMILY DISTURBANCE,166,166,166,166,166
78735,FAMILY DISTURBANCE/PARENTAL,15,15,15,15,15
78735,FELONY ENHANCEMENT/ASSLT W/INJ,1,1,1,1,1
78735,FORGERY - OTHER,3,3,3,3,3
78735,FORGERY AND PASSING,15,15,15,15,15
78735,FORGERY BY MAKING,1,1,1,1,1
78735,FRAUD - OTHER,34,34,34,34,34
78735,GRAFFITI,3,3,3,3,3
78735,HARASSMENT,39,39,39,39,39
78735,HARBORING RUNAWAY CHILD,1,1,1,1,1
78735,IDENTITY THEFT,77,77,77,77,77
78735,ILLUMIN AIRCRAFT INTENSE LIGHT,1,1,1,1,1
78735,INDECENT ASSAULT,2,2,2,2,2
78735,INHALANT ABUSE,1,1,1,1,1
78735,INJ TO ELDERLY   FAM/DATE VIOL,2,2,2,2,2
78735,INJURY TO CHILD,1,1,1,1,1
78735,INJURY TO ELDERLY PERSON,2,2,2,2,2
78735,INTER EMERG PHONECALL FAM/DATE,2,2,2,2,2
78735,LIQUOR LAW VIOLATION/OTHER,1,1,1,1,1
78735,MAIL THEFT,52,52,52,52,52
78735,MURDER,1,1,1,1,1
78735,NUISANCE ABATEMENT,1,1,1,1,1
78735,OBTAIN DANG DRUG BY FRAUD,1,1,1,1,1
78735,ONLINE IMPERSONATION,6,6,6,6,6
78735,ONLINE SOLICITATION OF A MINOR,1,1,1,1,1
78735,POSS CONTROLLED SUB/NARCOTIC,13,13,13,13,13
78735,POSS OF DRUG PARAPHERNALIA,1,1,1,1,1
78735,POSS/PROMO CHILD PORNOGRAPHY,1,1,1,1,1
78735,POSSESSION OF MARIJUANA,6,6,6,6,6
78735,PROTECTIVE ORDER,1,1,1,1,1
78735,PUBLIC INTOX-SOBERING CENTER,1,1,1,1,1
78735,PUBLIC INTOXICATION,8,8,8,8,8
78735,RECKLESS DAMAGE,5,5,5,5,5
78735,RENTAL CAR/FAIL TO RETURN,1,1,1,1,1
78735,REPEAT RUNAWAY,1,1,1,1,1
78735,RESISTING ARREST OR SEARCH,1,1,1,1,1
78735,RUNAWAY CHILD,9,9,9,9,9
78735,SEXTING/TRANSMIT SEXUAL PHOTOS,1,1,1,1,1
78735,SUSPICIOUS PERSON,20,20,20,20,20
78735,TERRORISTIC THREAT,3,3,3,3,3
78735,TERRORISTIC THREAT-FAM/DAT VIO,4,4,4,4,4
78735,THEFT,97,97,97,97,97
78735,THEFT BY SHOPLIFTING,22,22,22,22,22
78735,THEFT CATALYTIC CONVERTER,21,21,21,21,21
78735,THEFT FROM AUTO,9,9,9,9,9
78735,THEFT FROM BUILDING,4,4,4,4,4
78735,THEFT FROM PERSON,3,3,3,3,3
78735,THEFT OF AUTO PARTS,5,5,5,5,5
78735,THEFT OF BICYCLE,14,14,14,14,14
78735,THEFT OF LICENSE PLATE,16,16,16,16,16
78735,THEFT OF METAL,2,2,2,2,2
78735,THEFT OF SERVICE,6,6,6,6,6
78735,THEFT OF TRAILER,7,7,7,7,7
78735,THEFT-NO SUSPECT/FOLLOWUP,4,4,4,4,4
78735,UNLAWFUL CARRYING WEAPON,2,2,2,2,2
78735,UNLAWFUL RESTRAINT FAM/DAT VIO,2,2,2,2,2
78735,URINATING IN PUBLIC PLACE,1,1,1,1,1
78735,VIOL CITY ORDINANCE - OTHER,2,2,2,2,2
78735,VIOL CITY ORDINANCE - WRECKER,3,3,3,3,3
78735,VIOL OF EMERG PROTECTIVE ORDER,2,2,2,2,2
78735,VIOL OF PROTECTIVE ORDER,6,6,6,6,6
78735,VIOL STATE LAW - OTHER,2,2,2,2,2
78735,WARRANT ARREST NON TRAFFIC,1,1,1,1,1
78736,AGG ASLT STRANGLE/SUFFOCATE,7,7,7,7,7
78736,AGG ASSAULT,4,4,4,4,4
78736,AGG ASSAULT FAM/DATE VIOLENCE,2,2,2,2,2
78736,AGG ASSAULT WITH MOTOR VEH,1,1,1,1,1
78736,AGG ROBBERY/DEADLY WEAPON,2,2,2,2,2
78736,ARSON,1,1,1,1,1
78736,ASSAULT BY CONTACT,5,5,5,5,5
78736,ASSAULT BY CONTACT FAM/DATING,4,4,4,4,4
78736,ASSAULT BY THREAT,16,16,16,16,16
78736,ASSAULT BY THREAT FAM/DATING,3,3,3,3,3
78736,ASSAULT W/INJURY-FAM/DATE VIOL,32,32,32,32,32
78736,ASSAULT WITH INJURY,9,9,9,9,9
78736,AUTO THEFT,20,20,20,20,20
78736,BURGLARY NON RESIDENCE,14,14,14,14,14
78736,BURGLARY OF RESIDENCE,12,12,12,12,12
78736,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,3,3,3,3,3
78736,BURGLARY OF VEH-NO SUSPECT/FU,25,25,25,25,25
78736,BURGLARY OF VEHICLE,39,39,39,39,39
78736,CHILD CUSTODY INTERFERE,12,12,12,12,12
78736,CIVIL DISTURBANCE/DEMO,2,2,2,2,2
78736,CRED CARD ABUSE - OTHER,6,6,6,6,6
78736,CRED CARD ABUSE BY FORGERY,1,1,1,1,1
78736,CRIMINAL MISCHIEF,21,21,21,21,21
78736,CRIMINAL MISCHIEF-NO SUSPECT,2,2,2,2,2
78736,CRIMINAL TRESPASS,7,7,7,7,7
78736,CRIMINAL TRESPASS/TRANSIENT,2,2,2,2,2
78736,CRUELTY TO ANIMALS,1,1,1,1,1
78736,DAMAGE CITY VEHICLE,1,1,1,1,1
78736,DATING DISTURBANCE,14,14,14,14,14
78736,DEADLY CONDUCT,1,1,1,1,1
78736,DEBIT CARD ABUSE,9,9,9,9,9
78736,DISTURBANCE - OTHER,17,17,17,17,17
78736,DOC DISCHARGE GUN - PUB PLACE,1,1,1,1,1
78736,DOC EXPOSURE,1,1,1,1,1
78736,DOC UNREASONABLE NOISE,1,1,1,1,1
78736,DRIVING WHILE INTOX / FELONY,1,1,1,1,1
78736,DWI,8,8,8,8,8
78736,DWI  .15 BAC OR ABOVE,5,5,5,5,5
78736,DWI 2ND,1,1,1,1,1
78736,FAMILY DISTURBANCE,67,67,67,67,67
78736,FAMILY DISTURBANCE/PARENTAL,5,5,5,5,5
78736,FELONY ENHANCEMENT/ASSLT W/INJ,1,1,1,1,1
78736,FORGERY AND PASSING,8,8,8,8,8
78736,FRAUD - OTHER,10,10,10,10,10
78736,GRAFFITI,2,2,2,2,2
78736,HARASSMENT,13,13,13,13,13
78736,IDENTITY THEFT,24,24,24,24,24
78736,INDECENT ASSAULT,1,1,1,1,1
78736,INJ TO ELDERLY   FAM/DATE VIOL,1,1,1,1,1
78736,INJURY TO CHILD,1,1,1,1,1
78736,MAIL THEFT,15,15,15,15,15
78736,NUISANCE ABATEMENT,1,1,1,1,1
78736,ONLINE IMPERSONATION,3,3,3,3,3
78736,POSS CONTROLLED SUB/NARCOTIC,3,3,3,3,3
78736,POSS OF DRUG PARAPHERNALIA,1,1,1,1,1
78736,POSS/PROMO CHILD PORNOGRAPHY,2,2,2,2,2
78736,PUBLIC INTOXICATION,1,1,1,1,1
78736,RECKLESS DAMAGE,1,1,1,1,1
78736,RUNAWAY CHILD,4,4,4,4,4
78736,SEXTING/TRANSMIT SEXUAL PHOTOS,1,1,1,1,1
78736,SUSPICIOUS PERSON,1,1,1,1,1
78736,TERRORISTIC THREAT,3,3,3,3,3
78736,TERRORISTIC THREAT-MASS CASLTY,1,1,1,1,1
78736,THEFT,28,28,28,28,28
78736,THEFT BY SHOPLIFTING,2,2,2,2,2
78736,THEFT CATALYTIC CONVERTER,4,4,4,4,4
78736,THEFT FROM AUTO,2,2,2,2,2
78736,THEFT FROM BUILDING,2,2,2,2,2
78736,THEFT FROM PERSON,1,1,1,1,1
78736,THEFT OF AUTO PARTS,2,2,2,2,2
78736,THEFT OF BICYCLE,5,5,5,5,5
78736,THEFT OF HEAVY EQUIPMENT,1,1,1,1,1
78736,THEFT OF LICENSE PLATE,6,6,6,6,6
78736,THEFT OF METAL,4,4,4,4,4
78736,THEFT OF SERVICE,2,2,2,2,2
78736,THEFT OF TRAILER,2,2,2,2,2
78736,THEFT-NO SUSPECT/FOLLOWUP,2,2,2,2,2
78736,UNLAWFUL CARRYING WEAPON,1,1,1,1,1
78736,VIOL CITY ORDINANCE -FIREWORK,1,1,1,1,1
78736,VIOL OF PROTECTIVE ORDER,1,1,1,1,1
78736,VIOL STATE LAW - OTHER,1,1,1,1,1
78737,AGG ASSAULT,1,1,1,1,1
78737,AGG ROBBERY/DEADLY WEAPON,1,1,1,1,1
78737,ASSAULT WITH INJURY,3,3,3,3,3
78737,BURGLARY NON RESIDENCE,1,1,1,1,1
78737,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,1,1,1,1,1
78737,CRIMINAL MISCHIEF,2,2,2,2,2
78737,DAMAGE CITY PROP,2,2,2,2,2
78737,DAMAGE CITY VEHICLE,1,1,1,1,1
78737,DISTURBANCE - OTHER,1,1,1,1,1
78737,DOC ABUSE OR THREAT,1,1,1,1,1
78737,DRIVING WHILE INTOX / FELONY,1,1,1,1,1
78737,DWI,2,2,2,2,2
78737,FAMILY DISTURBANCE,1,1,1,1,1
78737,FRAUD - OTHER,2,2,2,2,2
78737,HARASSMENT,1,1,1,1,1
78737,IDENTITY THEFT,2,2,2,2,2
78737,MAIL THEFT,1,1,1,1,1
78737,POSS OF DRUG PARAPHERNALIA,1,1,1,1,1
78737,POSSESSION OF MARIJUANA,1,1,1,1,1
78737,PUBLIC INTOXICATION,1,1,1,1,1
78737,SUSPICIOUS PERSON,2,2,2,2,2
78737,TERRORISTIC THREAT,2,2,2,2,2
78737,THEFT,1,1,1,1,1
78737,THEFT CATALYTIC CONVERTER,1,1,1,1,1
78737,THEFT OF HEAVY EQUIPMENT,2,2,2,2,2
78738,ASSAULT BY CONTACT,1,1,1,1,1
78738,IDENTITY THEFT,1,1,1,1,1
78738,STALKING,1,1,1,1,1
78738,THEFT BY EXTORTION,1,1,1,1,1
78738,THEFT OF LICENSE PLATE,1,1,1,1,1
78739,AGG ASSAULT,1,1,1,1,1
78739,AGG ROBBERY/DEADLY WEAPON,1,1,1,1,1
78739,ARSON,1,1,1,1,1
78739,ASSAULT BY CONTACT,6,6,6,6,6
78739,ASSAULT BY CONTACT FAM/DATING,5,5,5,5,5
78739,ASSAULT BY THREAT,7,7,7,7,7
78739,ASSAULT BY THREAT FAM/DATING,2,2,2,2,2
78739,ASSAULT ON PUBLIC SERVANT,1,1,1,1,1
78739,ASSAULT W/INJURY-FAM/DATE VIOL,8,8,8,8,8
78739,ASSAULT WITH INJURY,4,4,4,4,4
78739,AUTO THEFT,24,24,24,24,24
78739,BREACH OF COMPUTER SECURITY,2,2,2,2,2
78739,BURGLARY NON RESIDENCE,1,1,1,1,1
78739,BURGLARY OF RESIDENCE,8,8,8,8,8
78739,BURGLARY OF VEH-NO SUSPECT/FU,30,30,30,30,30
78739,BURGLARY OF VEHICLE,39,39,39,39,39
78739,CHILD CUSTODY INTERFERE,37,37,37,37,37
78739,CRED CARD ABUSE - OTHER,13,13,13,13,13
78739,CRIMINAL MISCHIEF,14,14,14,14,14
78739,CRIMINAL MISCHIEF-NO SUSPECT,2,2,2,2,2
78739,CRIMINAL TRESPASS,1,1,1,1,1
78739,DAMAGE CITY PROP,1,1,1,1,1
78739,DATING DISTURBANCE,2,2,2,2,2
78739,DEADLY CONDUCT,1,1,1,1,1
78739,DEBIT CARD ABUSE,5,5,5,5,5
78739,DISTURBANCE - OTHER,7,7,7,7,7
78739,DOC UNREASONABLE NOISE,1,1,1,1,1
78739,DWI,8,8,8,8,8
78739,DWI - CHILD PASSENGER,1,1,1,1,1
78739,DWI - DRUG RECOGNITION EXPERT,1,1,1,1,1
78739,DWI 2ND,1,1,1,1,1
78739,EVADING / VEHICLE PURSUIT,1,1,1,1,1
78739,EVADING VEHICLE,1,1,1,1,1
78739,FALSE ALARM OR REPORT,1,1,1,1,1
78739,FAMILY DISTURBANCE,47,47,47,47,47
78739,FAMILY DISTURBANCE/PARENTAL,10,10,10,10,10
78739,FORGERY - OTHER,1,1,1,1,1
78739,FORGERY AND PASSING,8,8,8,8,8
78739,FRAUD - OTHER,17,17,17,17,17
78739,HARASSMENT,12,12,12,12,12
78739,IDENTITY THEFT,80,80,80,80,80
78739,INDECENT EXPOSURE,1,1,1,1,1
78739,INJURY TO CHILD,2,2,2,2,2
78739,INTER EMERG PHONECALL FAM/DATE,1,1,1,1,1
78739,MAIL THEFT,13,13,13,13,13
78739,MURDER,1,1,1,1,1
78739,OBTAIN CONTROLLED SUB BY FRAUD,2,2,2,2,2
78739,ONLINE IMPERSONATION,2,2,2,2,2
78739,ONLINE SOLICITATION OF A MINOR,1,1,1,1,1
78739,POSS CONTROLLED SUB/NARCOTIC,3,3,3,3,3
78739,POSSESSION OF MARIJUANA,1,1,1,1,1
78739,PROWLER,1,1,1,1,1
78739,RUNAWAY CHILD,7,7,7,7,7
78739,SUSPICIOUS PERSON,12,12,12,12,12
78739,TERRORISTIC THREAT,2,2,2,2,2
78739,TERRORISTIC THREAT-FAM/DAT VIO,2,2,2,2,2
78739,THEFT,26,26,26,26,26
78739,THEFT OF BICYCLE,1,1,1,1,1
78739,THEFT OF LICENSE PLATE,4,4,4,4,4
78739,THEFT-NO SUSPECT/FOLLOWUP,4,4,4,4,4
78739,VIOL OF PROTECTIVE ORDER,1,1,1,1,1
78741,ABUSE OF 911,3,3,3,3,3
78741,AGG ASLT ENHANC STRANGL/SUFFOC,14,14,14,14,14
